num,name,rarity,types,passive,passive_cat,appearances,wins,winrate,koGiven,koReceived,koRatio,hpRemAvg
420,Matrix Resurrections,RARE,Science-Fiction+Action,Le réveil de Neo,status_immune,108,48,0.4444,41,70,0.59,167.4
421,Matrix Reloaded,ÉPIQUE,Science-Fiction+Action,L'Élu,status_immune,109,51,0.4679,50,74,0.68,194.4
422,La Guerre des mondes,RARE,Science-Fiction+Thriller,Les tripodes,status_immune,108,44,0.4074,59,81,0.73,135.5
423,Blanche-Neige et les Sept Nains,ÉPIQUE,Animation+Fantastique,Le baiser du véritable amour,flavor,109,47,0.4312,69,75,0.92,204.3
424,Horton,RARE,Animation+Comédie,Un Who est un Who,start_boost,109,47,0.4312,86,70,1.23,113.9
425,Le Roi Arthur : La Légende d'Excalibur,RARE,Action+Fantastique,L'épée dans la pierre,evasion,109,52,0.4771,54,67,0.81,141.7
426,Fast and Furious,RARE,Action+Crime,Un quart de mile à la fois,start_boost,109,56,0.5138,92,64,1.44,152.4
427,Alien vs. Predator,RARE,Science-Fiction+Action,Le chasseur ou la proie,status_immune,109,51,0.4679,56,66,0.85,149.1
428,Predator,ÉPIQUE,Action+Science-Fiction,Si ça saigne; on peut le tuer,true_hit,109,59,0.5413,112,54,2.07,154.9
429,Housewife Alien vs Gay Zombie,RARE,Comédie+Horreur,Le navet assumé,miss_chance,109,48,0.4404,25,75,0.33,119.4
430,Le Dernier Samouraï,ÉPIQUE,Action+Drame,Bushido,no_lower,109,56,0.5138,76,72,1.06,163.7
431,Massacre à la tronçonneuse,ÉPIQUE,Horreur+Thriller,Leatherface,always_first,109,37,0.3394,36,81,0.44,184.0
432,Keanu,RARE,Comédie+Crime,Le chaton gangster,miss_chance,108,44,0.4074,54,71,0.76,152.5
433,Las Vegas Parano,ÉPIQUE,Comédie+Drame,Prends le billet; fais le voyage,status_immune,109,55,0.5046,73,62,1.18,178.7
434,Metropolis,LÉGENDAIRE,Science-Fiction+Drame,Le médiateur entre le cerveau et les mains doit être le cœur,ally_fall_boost,194,109,0.5619,116,160,0.72,172.0
435,Les délices de Tokyo,ÉPIQUE,Drame,Écouter les haricots,per_turn_boost,109,54,0.4954,27,83,0.33,195.4
436,Pacific Rim,RARE,Action+Science-Fiction,Annuler l'apocalypse,start_boost,109,46,0.4220,65,76,0.86,151.9
437,Les mondes futurs,RARE,Science-Fiction+Drame,La cité de demain,status_immune,109,51,0.4679,67,67,1.00,172.1
438,Un mariage interplanétaire,RARE,Science-Fiction+Romance,Les noces de Mars,status_immune,109,46,0.4220,35,77,0.45,195.1
439,A Trip to Mars,RARE,Science-Fiction+Aventure,Le voyage vers Mars,status_immune,109,43,0.3945,42,71,0.59,167.7
440,Paris qui dort,ÉPIQUE,Science-Fiction+Comédie,Le Rayon invisible,miss_chance,109,53,0.4862,54,68,0.79,153.8
441,Aelita,ÉPIQUE,Science-Fiction+Drame,La Reine de Mars,start_boost,109,52,0.4771,44,65,0.68,167.8
442,Himmelskibet,RARE,Science-Fiction+Aventure,Le vaisseau du ciel,status_immune,109,49,0.4495,61,74,0.82,174.1
443,Pokémon; le film : Mewtwo contre-attaque,ÉPIQUE,Animation+Science-Fiction,Suis-je le seul de mon espèce ?,entry_drop,109,50,0.4587,43,69,0.62,206.4
444,Spider-Man,ÉPIQUE,Action+Aventure,Un grand pouvoir implique de grandes responsabilités,start_boost,109,50,0.4587,46,76,0.61,240.4
445,Le Petit Vampire,RARE,Aventure+Fantastique,Le vampire farceur,evasion,109,46,0.4220,38,72,0.53,152.9
446,Avatar,LÉGENDAIRE,Science-Fiction+Aventure,Je te vois,ally_fall_boost,195,127,0.6513,280,130,2.15,114.0
447,Avatar : De feu et de cendres,ÉPIQUE,Science-Fiction+Action,Le Peuple des Cendres,status_immune,109,49,0.4495,46,73,0.63,163.4
448,Projet dernière chance,ÉPIQUE,Science-Fiction+Aventure,Pas de gène du courage,per_turn_boost,109,47,0.4312,61,78,0.78,191.5
449,Une bataille après l'autre,LÉGENDAIRE,Action+Crime,Reste prêt pour ne pas avoir à te préparer,entry_drop,195,102,0.5231,132,155,0.85,74.1
450,Le Château dans le ciel,LÉGENDAIRE,Aventure+Fantastique,La pierre de sustentation,evasion,194,110,0.5670,132,146,0.90,139.2
451,Conjuring : Les Dossiers Warren,ÉPIQUE,Horreur+Thriller,Les démonologues Warren,dodge_first,109,50,0.4587,44,68,0.65,201.4
452,N'oublie jamais,ÉPIQUE,Romance+Drame,Si tu es un oiseau; je suis un oiseau,ally_fall_boost,109,41,0.3761,52,86,0.60,216.4
453,Le Temps d'un automne,ÉPIQUE,Romance+Drame,L'amour; c'est comme le vent,per_turn_boost,109,40,0.3670,30,85,0.35,190.0
454,Noé,RARE,Aventure+Drame,L'Arche du déluge,evasion,109,52,0.4771,59,69,0.86,145.1
455,Gang de Requins,RARE,Animation+Comédie,Le petit poisson qui monte,start_boost,109,52,0.4771,64,69,0.93,114.5
456,Les Rois de la glisse,RARE,Animation+Comédie,La vague parfaite,start_boost,109,57,0.5229,70,62,1.13,149.3
457,American Pie,ÉPIQUE,Comédie,Le pacte du bal de promo,start_boost,109,53,0.4862,74,69,1.07,183.9
458,Le Majordome,ÉPIQUE,Drame,Servir sans être vu,entry_drop,108,40,0.3704,34,79,0.43,180.6
459,Un p'tit truc en plus,ÉPIQUE,Comédie+Drame,Un p'tit truc en plus,start_team_boost,109,58,0.5321,66,59,1.12,182.6
460,Slumdog Millionaire,LÉGENDAIRE,Drame+Romance,D — c'était écrit,ally_fall_boost,195,94,0.4821,100,164,0.61,154.2
461,Eh mec ! Elle est où ma caisse ?,RARE,Comédie+Science-Fiction,Où est ma caisse ?,miss_chance,109,56,0.5138,70,67,1.04,142.6
462,Harvie Krumpet,ÉPIQUE,Animation+Drame,Carpe diem; cueille le jour,lowhp_boost,109,56,0.5138,70,79,0.89,189.1
463,Le Vieux qui ne voulait pas fêter son anniversaire,ÉPIQUE,Comédie+Aventure,Les choses sont ce qu'elles sont,status_immune,109,52,0.4771,48,66,0.73,179.9
464,Pompéi,RARE,Action+Drame,L'ombre du Vésuve,start_boost,109,57,0.5229,51,64,0.80,137.4
465,2012,RARE,Action+Science-Fiction,La fin du monde annoncée,start_boost,109,46,0.4220,64,72,0.89,156.7
466,Le Jour d'après,RARE,Science-Fiction+Thriller,Le gel soudain,status_immune,109,52,0.4771,61,66,0.92,148.0
467,Les Valseuses,ÉPIQUE,Comédie+Drame,Marginaux jusqu'au bout,status_immune,109,58,0.5321,68,61,1.11,185.7
468,Danny the Dog,ÉPIQUE,Action+Drame,Quand le collier tombe,lowhp_boost,109,41,0.3761,61,77,0.79,198.6
469,Midnight Express,ÉPIQUE,Drame+Thriller,Prendre l'Express de minuit,entry_drop,108,55,0.5093,86,60,1.43,174.7
470,Le Dîner de cons,ÉPIQUE,Comédie,Un boomerang de catastrophes,per_turn_boost,109,53,0.4862,71,66,1.08,180.4
471,Moulin Rouge !,ÉPIQUE,Romance+Drame,Quoi qu'il advienne,ally_fall_boost,109,51,0.4679,64,66,0.97,178.8
472,Roméo + Juliette,ÉPIQUE,Romance+Drame,Les amants maudits des étoiles,start_boost,109,44,0.4037,38,79,0.48,191.3
473,Gummo,ÉPIQUE,Drame,Après la tornade,status_immune,110,38,0.3455,30,86,0.35,200.9
474,Le Diable s'habille en Prada,ÉPIQUE,Comédie+Drame,Un million de filles tueraient pour ce poste,start_boost,109,58,0.5321,49,60,0.82,184.7
475,L'Âme Idéale,ÉPIQUE,Romance+Fantastique,Le médium,true_hit,109,45,0.4128,28,74,0.38,173.2
476,La Beuze,RARE,Comédie,La fumée qui embrouille,miss_chance,108,51,0.4722,55,74,0.74,138.0
477,The Drama,RARE,Comédie+Romance,Le drame romantique,miss_chance,109,49,0.4495,55,76,0.72,133.7
478,Nimona,ÉPIQUE,Animation+Aventure,Je suis Nimona,entry_drop,109,53,0.4862,70,72,0.97,216.1
479,Les Mitchell contre les machines,ÉPIQUE,Animation+Comédie,La famille la plus bancale,ally_fall_boost,109,56,0.5138,94,63,1.49,163.1
480,Coraline,ÉPIQUE,Animation+Fantastique,La porte dérobée,evasion,109,55,0.5046,79,71,1.11,164.9
481,Monster House,RARE,Animation+Horreur,La maison qui dévore,start_boost,109,49,0.4495,74,73,1.01,123.2
482,Le Robot sauvage,LÉGENDAIRE,Animation+Aventure,Je ne suis pas programmée pour ça,per_turn_boost,195,131,0.6718,326,124,2.63,90.3
483,Les Vedettes,RARE,Comédie,Les bras cassés du jeu,miss_chance,108,48,0.4444,54,69,0.78,135.5
484,Bruce tout-puissant,RARE,Comédie+Fantastique,Les pouvoirs divins,miss_chance,109,65,0.5963,78,62,1.26,140.1
485,Dikkenek,ÉPIQUE,Comédie,Dikkenek,start_boost,109,54,0.4954,56,61,0.92,174.7
486,Kick-Ass,ÉPIQUE,Action+Comédie,Sans pouvoir; aucune responsabilité,start_boost,109,62,0.5688,100,57,1.75,184.3
487,Kick-Ass 2,RARE,Action+Comédie,Le justicier amateur,start_boost,108,51,0.4722,71,63,1.13,152.8
488,99 Francs,ÉPIQUE,Comédie+Drame,Je dépense donc je suis,start_boost,109,49,0.4495,52,66,0.79,168.1
489,La Forêt d'émeraude,ÉPIQUE,Aventure+Drame,Le monde est en train d'être mangé,status_immune,109,59,0.5413,47,67,0.70,177.6
490,Porco Rosso,LÉGENDAIRE,Aventure+Comédie,Mieux vaut être un cochon qu'un fasciste,status_immune,195,124,0.6359,316,124,2.55,96.1
