filmNum,filmName,moveName,type,cat,pow,acc,equipped,played,avgDamage,koRate,ia_pilotee
262,Terminator,Les yeux rouges,—,status,,100,130,0,,,false
262,Terminator,La presse hydraulique,Action,spe,60,100,130,89,28.4,0.0674,true
263,Rambo,Le couteau de survie,Action,phys,80,95,73,264,48.4,0.1970,true
263,Rambo,La forêt,—,status,,100,73,0,,,false
263,Rambo,Les pièges artisanaux,Action,phys,75,95,72,69,66.4,0.3188,true
263,Rambo,Le shérif Teasle,—,status,,100,73,0,,,false
263,Rambo,« Rien n'est fini ! »,Drame,spe,60,100,72,50,35.2,0.0600,true
263,Rambo,La guérilla,—,status,,100,73,70,0.0,0.0000,true
264,L'Expérience,Le rôle de gardien,—,status,,100,73,76,0.0,0.0000,true
264,L'Expérience,L'abus de pouvoir,Thriller,phys,90,85,73,201,53.2,0.2438,true
264,L'Expérience,La révolte du n°77,Drame,phys,70,100,72,74,62.2,0.3919,true
264,L'Expérience,L'humiliation,—,status,,100,73,0,,,false
264,L'Expérience,Le huis clos,Thriller,phys,75,95,73,63,58.0,0.3016,true
264,L'Expérience,Le point de rupture,Drame,spe,55,100,72,20,33.2,0.1000,true
265,La Plage,L'île secrète,—,status,,100,72,0,,,false
265,La Plage,La communauté refermée,—,status,,100,72,0,,,false
265,La Plage,Le requin,Aventure,phys,85,95,73,187,32.5,0.0695,true
265,La Plage,La descente de Richard,Drame,spe,75,95,73,129,27.0,0.0543,true
265,La Plage,Le champ de cannabis,—,status,,100,73,0,,,false
265,La Plage,La désillusion,Drame,spe,60,100,73,34,30.4,0.0882,true
266,Inglourious Basterds,Hans Landa; le « Chasseur de Juifs »,—,status,,100,130,0,,,false
266,Inglourious Basterds,« On fait dans le Nazi mort »,Guerre,phys,85,95,129,440,40.9,0.1114,true
266,Inglourious Basterds,La taverne piégée,Guerre,phys,110,60,129,29,47.1,0.1034,true
266,Inglourious Basterds,La vengeance de Shosanna,Drame,spe,80,95,129,508,39.3,0.1142,true
266,Inglourious Basterds,« Bingo ! »,Guerre,spe,75,95,130,340,48.0,0.1529,true
266,Inglourious Basterds,La batte de l'Ours juif,Guerre,phys,65,95,129,5,15.4,0.2000,true
267,Une nuit en enfer,Les frères Gecko,Action,phys,85,95,72,224,37.5,0.1518,true
267,Une nuit en enfer,Santanico Pandemonium,Action,phys,75,95,73,8,31.9,0.0000,true
267,Une nuit en enfer,Le Titty Twister,Horreur,phys,70,100,73,31,38.7,0.1290,true
267,Une nuit en enfer,Le pieu improvisé,Action,phys,80,95,73,90,34.4,0.1222,true
267,Une nuit en enfer,L'eau bénite,—,status,,100,72,0,,,false
267,Une nuit en enfer,La horde,Horreur,spe,55,100,73,36,26.9,0.1111,true
268,Man on the Moon,Le canular permanent,Comédie,spe,75,95,72,181,28.2,0.0939,true
268,Man on the Moon,Le catch contre les femmes,Comédie,phys,70,100,72,92,32.5,0.1413,true
268,Man on the Moon,Latka,—,status,,100,73,0,,,false
268,Man on the Moon,Tony Clifton,—,status,,100,73,0,,,false
268,Man on the Moon,Le Carnegie Hall,Drame,spe,65,100,73,157,25.2,0.0828,true
268,Man on the Moon,La vérité brouillée,Drame,spe,60,100,73,27,23.1,0.1111,true
269,Saw II,La maison piégée,Horreur,phys,75,95,73,6,50.2,0.1667,true
269,Saw II,La fosse aux seringues,Horreur,phys,85,95,73,128,33.5,0.1406,true
269,Saw II,Amanda,—,status,,100,73,131,0.0,0.0000,true
269,Saw II,Le compte à rebours,Thriller,phys,80,95,73,170,49.5,0.2353,true
269,Saw II,Le casque à clous,Horreur,phys,70,95,72,6,0.0,0.0000,true
269,Saw II,Le jeu de Jigsaw,Horreur,spe,65,95,72,17,25.2,0.2353,true
270,Saw III,Le piège du chevalet,Horreur,phys,85,95,73,156,21.0,0.0833,true
270,Saw III,Les tests de Jeff,Thriller,phys,75,95,73,238,29.4,0.1008,true
270,Saw III,Jigsaw mourant,—,status,,100,73,22,0.0,0.0000,false
270,Saw III,La chirurgie improvisée,Horreur,phys,70,95,72,59,12.7,0.0847,true
270,Saw III,La rage d'Amanda,—,status,,100,73,90,0.0,0.0000,false
270,Saw III,Le piège du frigo,Horreur,spe,55,100,72,19,28.9,0.1579,true
271,Saw IV,L'autopsie de Jigsaw,Horreur,phys,75,95,73,57,28.2,0.0702,true
271,Saw IV,Le piège du fauteuil,Horreur,phys,70,100,72,17,20.8,0.1176,true
271,Saw IV,« Le jeu continue »,—,status,,100,73,97,0.0,0.0000,true
271,Saw IV,L'agent Hoffman,Thriller,phys,80,95,72,218,37.2,0.1468,true
271,Saw IV,La chronologie tordue,—,status,,100,73,52,0.0,0.0000,false
271,Saw IV,Le couperet,Horreur,spe,60,100,73,14,23.8,0.0714,true
272,Saw V,Le pendule,Horreur,phys,80,95,72,117,26.8,0.1111,true
272,Saw V,Les cinq inconnus,—,status,,100,73,37,0.0,0.0000,false
272,Saw V,Hoffman contre Strahm,—,status,,100,73,81,0.0,0.0000,true
272,Saw V,Le caisson de verre,Thriller,phys,75,95,73,168,34.0,0.1250,true
272,Saw V,« Voyez plus grand »,Horreur,phys,80,95,72,85,21.5,0.0706,true
272,Saw V,La sentence partagée,Horreur,spe,65,95,73,21,5.8,0.0476,true
273,Saw VI,Le carrousel,Horreur,phys,85,95,73,109,25.5,0.0826,true
273,Saw VI,L'assureur santé,—,status,,100,72,28,0.0,0.0000,false
273,Saw VI,« Qui mérite de vivre ? »,—,status,,100,73,117,0.0,0.0000,true
273,Saw VI,La livre de chair,Thriller,phys,75,95,73,172,39.7,0.1570,true
273,Saw VI,Le couloir de vapeur,—,status,,100,72,0,,,false
273,Saw VI,La règle de Jigsaw,Thriller,spe,55,100,73,89,27.6,0.1236,true
274,La Montagne sacrée,L'Alchimiste,—,status,,100,72,0,,,false
274,La Montagne sacrée,Le Voleur christique,Aventure,phys,75,95,73,108,37.2,0.1759,true
274,La Montagne sacrée,Le tarot vivant,Fantastique,spe,75,95,72,53,23.8,0.0755,true
274,La Montagne sacrée,Les neuf planètes,—,status,,100,73,71,0.0,0.0000,true
274,La Montagne sacrée,L'imagerie surréaliste,Fantastique,spe,80,95,73,144,34.0,0.0556,true
274,La Montagne sacrée,La transmutation finale,Fantastique,spe,70,95,73,18,35.1,0.0000,true
275,Iron Man,« Construit dans une grotte ! »,—,status,,100,130,111,0.0,0.0000,false
275,Iron Man,Le répulseur,Science-Fiction,phys,85,95,130,596,41.4,0.1057,true
275,Iron Man,Le réacteur Arc,—,status,,100,130,411,0.0,0.0000,true
275,Iron Man,Le premier vol,Science-Fiction,phys,75,95,130,88,43.2,0.1023,true
275,Iron Man,Le missile Jericho,Action,phys,75,100,130,312,40.2,0.0929,true
275,Iron Man,« Je suis Iron Man »,Science-Fiction,spe,65,95,130,198,33.9,0.0556,true
276,Hulk,Les chiens mutants,Science-Fiction,phys,80,90,73,148,34.1,0.1081,true
276,Hulk,Le montage en cases,—,status,,100,73,39,0.0,0.0000,false
276,Hulk,Le père absent,—,status,,100,73,0,,,false
276,Hulk,Le bond géant,—,status,,100,73,79,0.0,0.0000,true
276,Hulk,La colère verte,Science-Fiction,phys,75,95,74,101,33.8,0.1584,true
276,Hulk,L'expérience ratée,Drame,spe,55,100,74,99,28.4,0.0606,true
277,L'Incroyable Hulk,La cavale au Brésil,—,status,,100,73,82,0.0,0.0000,true
277,L'Incroyable Hulk,« Ne m'énervez pas »,—,status,,100,73,0,,,false
277,L'Incroyable Hulk,Hulk contre l'Abomination,Action,phys,85,95,73,230,31.8,0.1391,true
277,L'Incroyable Hulk,Le smash,Science-Fiction,phys,80,90,73,137,40.0,0.1314,true
277,L'Incroyable Hulk,Le sérum perdu,Action,phys,75,95,72,48,37.6,0.2500,true
277,L'Incroyable Hulk,L'épisode oublié,Action,spe,60,100,72,44,26.4,0.1364,true
278,La Grande Aventure LEGO,« Tout est génial »,—,status,,100,73,0,,,false
278,La Grande Aventure LEGO,Le maître-bâtisseur,Aventure,spe,75,95,73,61,28.4,0.1639,true
278,La Grande Aventure LEGO,Batman LEGO,Aventure,phys,85,85,73,110,59.8,0.2273,true
278,La Grande Aventure LEGO,Le Kragle,Aventure,spe,80,95,73,180,34.4,0.0944,true
278,La Grande Aventure LEGO,Emmet l'Élu lambda,—,status,,100,72,87,0.0,0.0000,true
278,La Grande Aventure LEGO,La Pièce maîtresse,Animation,spe,75,95,72,102,32.4,0.1373,true
279,Bob l'éponge; le film,« Goofy Goober Rock »,—,status,,100,73,68,0.0,0.0000,true
279,Bob l'éponge; le film,David Hasselhoff,—,status,,100,73,48,0.0,0.0000,true
279,Bob l'éponge; le film,La couronne du roi Neptune,Animation,spe,75,95,72,121,35.1,0.1157,true
279,Bob l'éponge; le film,Le coup de spatule,Comédie,phys,75,100,72,85,60.8,0.1529,true
279,Bob l'éponge; le film,« On n'est pas que des gamins »,—,status,,100,73,53,0.0,0.0000,true
279,Bob l'éponge; le film,La vague d'optimisme,Animation,spe,55,100,73,49,17.9,0.1224,true
280,Iron Man 2,Les fouets de Vanko,Action,phys,90,85,73,171,29.2,0.1170,true
280,Iron Man 2,« J'ai privatisé la paix mondiale »,—,status,,100,73,94,0.0,0.0000,true
280,Iron Man 2,Le palladium,—,status,,100,72,0,,,false
280,Iron Man 2,War Machine,Action,phys,80,90,73,67,36.1,0.1791,true
280,Iron Man 2,Le nouvel élément,—,status,,100,73,125,0.0,0.0000,true
280,Iron Man 2,Hammer Industries,Action,spe,60,100,72,29,19.8,0.0690,true
281,Thor,Mjölnir,Fantastique,phys,80,95,72,147,46.6,0.2653,true
281,Thor,« Encore ! »,—,status,,100,72,56,0.0,0.0000,true
281,Thor,L'éclair d'Asgard,Fantastique,spe,85,85,73,73,36.6,0.1918,true
281,Thor,Le bannissement,—,status,,100,73,79,0.0,0.0000,true
281,Thor,Les tours de Loki,Action,phys,75,95,73,107,43.6,0.1776,true
281,Thor,Le Bifröst,—,status,,100,73,68,0.0,0.0000,true
282,Captain America : First Avenger,Le sérum du super-soldat,—,status,,100,73,0,,,false
282,Captain America : First Avenger,Le bouclier en vibranium,Action,phys,85,85,73,174,24.9,0.0575,true
282,Captain America : First Avenger,« Je peux faire ça toute la journée »,—,status,,100,73,0,,,false
282,Captain America : First Avenger,Le Crâne Rouge,Aventure,phys,75,100,72,231,26.9,0.0779,true
282,Captain America : First Avenger,Le Tesseract,Action,phys,75,95,73,15,27.9,0.1333,true
282,Captain America : First Avenger,Le sacrifice dans la glace,Action,spe,55,100,72,78,14.1,0.0256,true
283,Avengers,L'assemblée des héros,—,status,,100,130,13,0.0,0.0000,false
283,Avengers,« Dieu de pacotille »,Science-Fiction,phys,85,90,130,714,38.3,0.0728,true
283,Avengers,La bataille de New York,Action,phys,80,90,130,345,38.5,0.1188,true
283,Avengers,Le marteau et le bouclier,Science-Fiction,phys,75,95,130,161,48.2,0.1118,true
283,Avengers,Le missile détourné,—,status,,100,130,392,0.0,0.0000,true
283,Avengers,La shawarma,—,status,,100,130,257,0.0,0.0000,true
284,Iron Man 3,Extremis,Science-Fiction,phys,80,95,73,166,31.7,0.0542,true
284,Iron Man 3,Le faux Mandarin,Science-Fiction,phys,75,95,73,24,32.8,0.0833,true
284,Iron Man 3,Les crises d'angoisse,—,status,,100,73,0,,,false
284,Iron Man 3,Le House Party Protocol,—,status,,100,73,30,0.0,0.0000,false
284,Iron Man 3,La villa de Malibu effondrée,Action,phys,80,95,72,118,25.0,0.0763,true
284,Iron Man 3,Le poing répulseur,Action,spe,65,95,72,48,14.8,0.0417,true
285,Thor : Le Monde des ténèbres,L'Éther,—,status,,100,72,0,,,false
285,Thor : Le Monde des ténèbres,Malekith,Fantastique,phys,85,85,73,150,35.9,0.1600,true
285,Thor : Le Monde des ténèbres,Les portails instables,—,status,,100,73,103,0.0,0.0000,true
285,Thor : Le Monde des ténèbres,Le marteau égaré,Fantastique,phys,75,95,73,56,51.4,0.2500,true
285,Thor : Le Monde des ténèbres,La feinte de Loki,Action,phys,80,95,72,227,37.0,0.1498,true
285,Thor : Le Monde des ténèbres,L'épisode dispensable,Action,spe,55,100,73,52,31.7,0.1346,true
286,Captain America : Le Soldat de l'hiver,Le Soldat de l'Hiver,Action,phys,90,85,73,198,30.7,0.0808,true
286,Captain America : Le Soldat de l'hiver,HYDRA infiltré,—,status,,100,73,0,,,false
286,Captain America : Le Soldat de l'hiver,Le combat dans l'ascenseur,Action,phys,75,100,73,86,37.6,0.0814,true
286,Captain America : Le Soldat de l'hiver,Les Helicarriers,Thriller,phys,75,95,72,137,46.6,0.1387,true
286,Captain America : Le Soldat de l'hiver,L'embuscade de Fury,—,status,,100,73,99,0.0,0.0000,true
286,Captain America : Le Soldat de l'hiver,« Je le connais »,Action,spe,60,100,72,38,19.7,0.1316,true
287,Les Gardiens de la Galaxie,« Je s'appelle Groot »,Action,phys,75,95,73,26,36.0,0.2308,true
287,Les Gardiens de la Galaxie,Rocket le raton,Action,phys,85,95,72,264,34.7,0.1136,true
287,Les Gardiens de la Galaxie,L'Awesome Mix,—,status,,100,72,0,,,false
287,Les Gardiens de la Galaxie,Le défi de danse,Science-Fiction,phys,80,95,73,132,37.8,0.1136,true
287,Les Gardiens de la Galaxie,Drax au premier degré,Action,phys,70,95,73,11,42.5,0.0000,true
287,Les Gardiens de la Galaxie,« Une bande de connards »,Action,spe,65,95,73,35,21.4,0.0571,true
288,Avengers : L'Ère d'Ultron,Ultron,Science-Fiction,phys,85,95,73,111,43.5,0.1351,true
288,Avengers : L'Ère d'Ultron,« Plus aucune ficelle »,—,status,,100,73,95,0.0,0.0000,true
288,Avengers : L'Ère d'Ultron,Vision,Action,phys,75,95,73,11,26.5,0.0000,true
288,Avengers : L'Ère d'Ultron,Les jumeaux Maximoff,—,status,,100,73,49,0.0,0.0000,true
288,Avengers : L'Ère d'Ultron,Soulever le marteau,Action,phys,80,95,72,70,33.8,0.1714,true
288,Avengers : L'Ère d'Ultron,Sokovia s'élève,Science-Fiction,spe,55,100,72,31,39.1,0.0000,true
289,Ant-Man,Le rétrécissement,—,status,,100,73,0,,,false
289,Ant-Man,Le coup à l'échelle atomique,Action,phys,80,95,73,121,22.6,0.1074,true
289,Ant-Man,L'armée de fourmis,—,status,,100,73,0,,,false
289,Ant-Man,Le combat sur le train Thomas,Comédie,phys,75,95,73,119,39.3,0.1765,true
289,Ant-Man,Le monde quantique,Action,phys,80,95,72,100,33.0,0.1400,true
289,Ant-Man,Le casse parfait,Comédie,spe,60,100,72,90,32.2,0.1000,true
290,Captain America : Civil War,La bataille de l'aéroport,Action,phys,80,95,73,178,32.0,0.1292,true
290,Captain America : Civil War,« — Lui aussi était mon ami »,—,status,,100,72,0,,,false
290,Captain America : Civil War,« Underoos ! »,Action,phys,75,95,73,60,32.9,0.1000,true
290,Captain America : Civil War,Black Panther,Action,phys,70,100,73,10,14.6,0.1000,true
290,Captain America : Civil War,Les Accords de Sokovie,Action,phys,80,95,73,201,34.5,0.1841,true
290,Captain America : Civil War,« Je peux faire ça toute la journée »,Action,spe,65,95,72,59,25.4,0.0847,true
291,Doctor Strange,L'Œil d'Agamotto,Action,spe,75,95,73,76,41.0,0.0658,true
291,Doctor Strange,La cape de lévitation,—,status,,100,73,0,,,false
291,Doctor Strange,Dimension du miroir,Fantastique,spe,80,95,73,167,39.9,0.1856,true
291,Doctor Strange,L'anneau de transport,Action,phys,60,100,72,43,19.1,0.6512,true
291,Doctor Strange,Projection astrale,Action,spe,80,95,73,202,35.0,0.0941,true
291,Doctor Strange,Mandales de Kamar-Taj,Action,phys,75,95,72,42,27.0,0.0000,true
292,Les Gardiens de la Galaxie Vol. 2,La flèche de Yondu,Science-Fiction,phys,85,85,73,140,30.2,0.0571,true
292,Les Gardiens de la Galaxie Vol. 2,« Je suis Mary Poppins; les gars ! »,—,status,,100,73,0,,,false
292,Les Gardiens de la Galaxie Vol. 2,Baby Groot,—,status,,100,72,0,,,false
292,Les Gardiens de la Galaxie Vol. 2,Ego la planète vivante,Science-Fiction,spe,90,85,73,207,31.8,0.0676,true
292,Les Gardiens de la Galaxie Vol. 2,« Le bouton de droite ! Non; l'autre »,Science-Fiction,phys,75,95,72,22,23.1,0.0455,true
292,Les Gardiens de la Galaxie Vol. 2,Funérailles de Yondu,Science-Fiction,spe,60,100,73,14,37.9,0.1429,true
293,Spider-Man : Homecoming,Le costume de Stark,—,status,,100,72,0,,,false
293,Spider-Man : Homecoming,« Élimination instantanée activée »,Action,spe,80,90,73,112,30.8,0.0982,true
293,Spider-Man : Homecoming,Le ferry coupé en deux,—,status,,100,72,0,,,false
293,Spider-Man : Homecoming,Les ailes-toile,—,status,,100,73,0,,,false
293,Spider-Man : Homecoming,Le Vautour,Action,phys,85,95,73,171,38.1,0.1287,true
293,Spider-Man : Homecoming,Le costume maison,Aventure,phys,65,95,73,119,35.6,0.1429,true
294,Thor : Ragnarok,« C'est un ami du boulot ! »,—,status,,100,73,0,,,false
294,Thor : Ragnarok,« Au secours »,Comédie,phys,65,95,73,99,48.7,0.3838,true
294,Thor : Ragnarok,La foudre sans marteau,Action,spe,85,90,72,66,39.7,0.1212,true
294,Thor : Ragnarok,Korg et la révolte,Comédie,phys,75,95,73,168,53.5,0.1845,true
294,Thor : Ragnarok,Le bâton du Grand Maître,Action,phys,80,95,72,126,43.9,0.1349,true
294,Thor : Ragnarok,Bifröst de Hulk,Action,phys,80,95,73,162,36.9,0.1358,true
295,Black Panther,Wakanda à jamais,Action,phys,75,95,73,80,28.9,0.1125,true
295,Black Panther,Griffes de vibranium,Action,phys,80,95,73,266,30.4,0.0752,true
295,Black Panther,« C'est ça; votre roi ? »,—,status,,100,72,20,0.0,0.0000,false
295,Black Panther,L'herbe en forme de cœur,—,status,,100,73,130,0.0,0.0000,true
295,Black Panther,Décharge cinétique,Action,spe,75,95,72,102,25.2,0.0490,true
295,Black Panther,Les Dora Milaje,Aventure,phys,60,100,73,97,31.4,0.0619,true
296,Avengers : Infinity War,Le Gant de l'Infini,Action,phys,75,95,72,41,46.4,0.1463,true
296,Avengers : Infinity War,« Amenez-moi Thanos ! »,Action,phys,90,90,72,143,38.5,0.1678,true
296,Avengers : Infinity War,« Tu aurais dû viser la tête »,—,status,,100,72,230,0.0,0.0000,true
296,Avengers : Infinity War,Bataille du Wakanda,Action,phys,75,90,72,0,,,true
296,Avengers : Infinity War,Un futur sur 14 millions,Science-Fiction,phys,120,60,72,55,38.7,0.2000,true
296,Avengers : Infinity War,« Je ne me sens pas très bien… »,Action,spe,65,95,72,55,28.9,0.0909,true
297,Cars : Quatre roues,« Ka-chow ! »,—,status,,100,73,37,0.0,0.0000,true
297,Cars : Quatre roues,« I am speed »,—,status,,100,73,41,0.0,0.0000,true
297,Cars : Quatre roues,Virage façon Doc Hudson,Aventure,phys,55,100,73,80,38.5,0.3500,true
297,Cars : Quatre roues,Martin la dépanneuse,Aventure,phys,75,95,73,125,31.8,0.0880,true
297,Cars : Quatre roues,Tracteur-tipping,—,status,,100,72,0,,,false
297,Cars : Quatre roues,Sprint du Piston Cup,Animation,phys,80,95,72,108,33.5,0.1389,true
298,The Exorcist,« La puissance du Christ te l'ordonne ! »,Horreur,spe,75,95,130,35,20.1,0.0571,true
298,The Exorcist,La tête qui pivote,Drame,spe,80,95,130,549,39.6,0.0947,true
298,The Exorcist,La marche de l'araignée,Horreur,phys,60,100,130,54,5.6,0.2778,true
298,The Exorcist,Le jet de bile,Horreur,spe,85,85,130,186,21.5,0.0484,true
298,The Exorcist,« Prends-moi ! »,—,status,,100,130,220,0.0,0.0000,false
298,The Exorcist,Pazuzu,Horreur,spe,85,95,130,616,28.3,0.0633,true
299,Wallace & Gromit : Le Mystère du lapin-garou,Le Lapin-Aspirateur 6000,Animation,spe,75,95,72,175,35.2,0.0800,true
299,Wallace & Gromit : Le Mystère du lapin-garou,Anti-Pesto,—,status,,100,72,89,0.0,0.0000,true
299,Wallace & Gromit : Le Mystère du lapin-garou,Le Lapin-Garou,Animation,phys,90,85,72,19,35.2,0.0526,true
299,Wallace & Gromit : Le Mystère du lapin-garou,Gromit lève les yeux au ciel,—,status,,100,72,0,,,false
299,Wallace & Gromit : Le Mystère du lapin-garou,Invention qui foire,Comédie,phys,60,100,72,83,40.4,0.0602,true
299,Wallace & Gromit : Le Mystère du lapin-garou,La carotte en or,Animation,spe,75,95,72,101,30.2,0.0990,true
300,The Mask,« Sssssmokin' ! »,—,status,,100,73,44,0.0,0.0000,true
300,The Mask,Physique de cartoon,—,status,,100,72,0,,,false
300,The Mask,Le maillet géant,Comédie,phys,80,95,72,160,33.7,0.1062,true
300,The Mask,Cœur qui sort de la poitrine,—,status,,100,73,0,,,false
300,The Mask,Cuban Pete,Comédie,phys,75,95,73,59,35.0,0.1186,true
300,The Mask,Tornade verte,Fantastique,spe,65,100,73,60,28.9,0.1167,true
301,Ma vie de courgette,Le cerf-volant,—,status,,100,73,112,0.0,0.0000,true
301,Ma vie de courgette,La tour de canettes,—,status,,100,73,0,,,false
301,Ma vie de courgette,La bande du foyer,Animation,spe,75,95,73,201,38.8,0.1244,true
301,Ma vie de courgette,Simon le caïd,Animation,phys,65,95,72,27,17.1,0.0741,true
301,Ma vie de courgette,« On sera toujours là »,Drame,spe,65,100,72,139,33.8,0.1151,true
301,Ma vie de courgette,Chamaillerie de neige,Animation,phys,75,100,73,55,31.8,0.0545,true
302,Insomnia,Le soleil de minuit,Thriller,spe,75,95,72,115,47.5,0.1826,true
302,Insomnia,Brouillard meurtrier,Crime,phys,55,95,73,18,10.1,0.5000,true
302,Insomnia,Walter Finch,—,status,,100,73,137,0.0,0.0000,true
302,Insomnia,Culpabilité qui ronge,Crime,spe,80,95,73,113,42.8,0.1681,true
302,Insomnia,Course sur les rondins,Thriller,phys,60,100,73,33,25.2,0.1515,true
302,Insomnia,Le coup de trop,Crime,phys,90,85,72,9,36.1,0.1111,true
303,Rambo II : La Mission,« On a le droit de gagner; cette fois ? »,—,status,,100,73,67,0.0,0.0000,true
303,Rambo II : La Mission,Arc à flèches explosives,Action,phys,90,85,73,172,42.2,0.1453,true
303,Rambo II : La Mission,Camouflage de boue,—,status,,100,73,0,,,false
303,Rambo II : La Mission,Mitrailleuse hurlante,Action,phys,75,90,73,2,21.0,0.0000,true
303,Rambo II : La Mission,Trahison de Murdock,Action,phys,75,95,72,67,39.0,0.1791,true
303,Rambo II : La Mission,Devenir la guerre,Action,phys,55,100,72,40,22.0,0.5000,true
304,Ali G,« Booyakasha ! »,—,status,,100,73,45,0.0,0.0000,true
304,Ali G,« Respek »,—,status,,100,73,0,,,false
304,Ali G,« C'est parce que je suis black ? »,Comédie,phys,75,95,73,43,20.2,0.0465,true
304,Ali G,Me Julie,—,status,,100,73,58,0.0,0.0000,true
304,Ali G,Le gangsta de banlieue,Comédie,phys,55,100,72,16,31.5,0.0625,true
304,Ali G,Bouffonnerie au Parlement,Comédie,phys,85,95,72,143,31.7,0.0909,true
305,How High,L'herbe magique,—,status,,100,73,0,,,false
305,How High,« Je suis trop défoncé »,Comédie,phys,75,95,73,140,21.1,0.0929,true
305,How High,Bachotage instantané,Comédie,spe,75,95,72,83,18.2,0.0723,true
305,How High,Le crâne déterré,—,status,,100,73,0,,,false
305,How High,Glandouille assumée,—,status,,100,73,0,,,false
305,How High,Beuh paralysante,Comédie,phys,65,95,72,20,20.6,0.0500,true
306,Monty Python : Sacré Graal !,« Ni ! »,—,status,,100,130,546,0.0,0.0000,true
306,Monty Python : Sacré Graal !,Le lapin tueur de Caerbannog,Aventure,phys,90,85,130,36,28.3,0.0833,true
306,Monty Python : Sacré Graal !,La Sainte Grenade d'Antioche,Aventure,spe,85,90,130,440,48.6,0.1818,true
306,Monty Python : Sacré Graal !,« Je pète dans ta direction »,—,status,,100,130,0,,,false
306,Monty Python : Sacré Graal !,Le Pont de la Mort,Comédie,spe,75,95,130,238,62.0,0.2311,true
306,Monty Python : Sacré Graal !,Noix de coco au galop,Aventure,phys,50,100,130,5,9.2,0.8000,true
307,Atlantide; l'empire perdu,Le Léviathan,Aventure,phys,90,85,73,182,30.7,0.0714,true
307,Atlantide; l'empire perdu,Le Journal du Berger,Aventure,phys,75,95,73,60,30.3,0.0833,true
307,Atlantide; l'empire perdu,Le Cœur d'Atlantide,—,status,,100,73,71,0.0,0.0000,true
307,Atlantide; l'empire perdu,Trahison de Rourke,—,status,,100,72,0,,,false
307,Atlantide; l'empire perdu,Kida la guerrière,Aventure,phys,55,100,73,37,25.1,0.1892,true
307,Atlantide; l'empire perdu,Éveil des colosses de pierre,Animation,spe,70,95,72,81,35.4,0.0988,true
308,Les Simpson; le film,« Spider-Cochon ! »,—,status,,100,73,94,0.0,0.0000,true
308,Les Simpson; le film,Le dôme sur Springfield,Comédie,spe,75,95,72,79,53.6,0.1772,true
308,Les Simpson; le film,« D'oh ! »,Comédie,phys,65,95,72,155,53.9,0.2516,true
308,Les Simpson; le film,La foule en colère,—,status,,100,73,0,,,false
308,Les Simpson; le film,Chaos ambiant,Animation,spe,80,95,73,110,50.6,0.1182,true
308,Les Simpson; le film,Le plan de Russ Cargill,Animation,spe,90,85,73,87,39.8,0.1724,true
309,The East,Le collectif,Thriller,spe,75,95,72,37,40.4,0.0811,true
309,The East,Œil pour œil,Thriller,spe,85,85,73,91,33.5,0.0879,true
309,The East,Infiltration de Sarah,Thriller,spe,80,95,73,219,39.2,0.1370,true
309,The East,Le dîner en camisole,Drame,spe,70,95,73,59,28.0,0.1525,true
309,The East,Sabotage industriel,Thriller,phys,65,95,73,0,,,true
309,The East,Cas de conscience,Drame,phys,70,100,72,15,27.9,0.1333,true
310,Croc-Blanc,L'instinct du loup,—,status,,100,73,58,0.0,0.0000,true
310,Croc-Blanc,Morsure de Croc-Blanc,Aventure,phys,80,95,72,161,45.8,0.2112,true
310,Croc-Blanc,Loyauté retrouvée,—,status,,100,73,128,0.0,0.0000,true
310,Croc-Blanc,L'arène clandestine,Drame,phys,75,95,73,102,46.0,0.1667,true
310,Croc-Blanc,Le grand Nord,—,status,,100,73,1,0.0,0.0000,false
310,Croc-Blanc,Charge dans la neige,Aventure,phys,60,100,72,64,40.1,0.1250,true
311,Hell and Back,Le serment de sang sur une pastille,Comédie,phys,75,95,72,79,24.4,0.1266,true
311,Hell and Back,« Bienvenue en Enfer »,Fantastique,phys,80,95,72,91,18.2,0.0879,true
311,Hell and Back,Les chansons douteuses d'Orphée,Comédie,spe,75,95,73,45,27.8,0.1556,true
311,Hell and Back,Le Diable PDG,Fantastique,phys,70,95,73,1,0.0,0.0000,true
311,Hell and Back,Le glouton à la pâte à cookie,Comédie,phys,60,100,73,13,34.1,0.0769,true
311,Hell and Back,Le canon à T-shirts,Fantastique,phys,90,85,73,41,22.4,0.0488,true
312,Légendes d'automne,L'ours en lui,—,status,,100,73,64,0.0,0.0000,true
312,Légendes d'automne,Charge du grizzly,Drame,phys,90,85,73,160,42.5,0.1437,true
312,Légendes d'automne,La mort de Samuel,—,status,,100,73,2,0.0,0.0000,false
312,Légendes d'automne,Susannah,Romance,spe,75,95,72,76,41.3,0.1184,true
312,Légendes d'automne,Le ranch Ludlow,—,status,,100,72,68,0.0,0.0000,true
312,Légendes d'automne,Le cœur indomptable,Romance,phys,70,100,73,91,55.1,0.2198,true
313,Donjons & Dragons : l'Honneur des voleurs,Le bâton de portail,—,status,,100,73,0,,,false
313,Donjons & Dragons : l'Honneur des voleurs,L'ours-hibou,Fantastique,phys,80,95,72,166,25.6,0.0723,true
313,Donjons & Dragons : l'Honneur des voleurs,Le cube gélatineux,Aventure,phys,75,95,73,128,36.4,0.0781,true
313,Donjons & Dragons : l'Honneur des voleurs,Immobilisation de personne,—,status,,100,73,0,,,false
